title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Watch Dogs    ,PS3,Ubisoft  ,Ubisoft Montreal  ,1.83m,0.56m,0.89m,0.10m,0.28m,27th May 14  
Shadow of the Tomb Raider    ,PS4,Square Enix  ,Eidos Montreal  ,1.74m,0.59m,0.82m,0.06m,0.27m,14th Sep 18  
LEGO Batman 2: DC Super Heroes    ,X360,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,1.69m,0.90m,0.64m,N/A,0.15m,26th Jun 12  
Watch Dogs    ,XOne,Ubisoft  ,Ubisoft Montreal  ,1.64m,0.91m,0.59m,N/A,0.15m,27th May 14  
Tomb Raider: Definitive Edition    ,PS4,Square Enix  ,Crystal Dynamics  ,1.51m,0.47m,0.74m,0.06m,0.23m,28th Jan 14  
LEGO Batman 2: DC Super Heroes    ,Wii,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,1.42m,0.90m,0.40m,N/A,0.12m,26th Jun 12  
Assassin's Creed Odyssey    ,XOne,Ubisoft  ,Ubisoft Quebec  ,1.39m,0.91m,0.35m,N/A,0.13m,05th Oct 18  
The Legend of Zelda: Breath of the Wild    ,WiiU,Nintendo  ,Nintendo EPD  ,1.34m,0.66m,0.42m,0.15m,0.11m,03rd Mar 17  
The LEGO Movie Videogame    ,X360,Warner Bros. Interactive Entertainment  ,TT Fusion  ,1.32m,0.69m,0.51m,N/A,0.11m,07th Feb 14  
Lego Star Wars: The Force Awakens    ,PS4,Warner Bros. Interactive Entertainment  ,TT Fusion  ,1.31m,0.30m,0.78m,0.02m,0.20m,28th Jun 16  
The Last Guardian    ,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,1.29m,0.40m,0.58m,0.13m,0.19m,06th Dec 16  
Watch Dogs    ,X360,Ubisoft  ,Ubisoft Montreal  ,1.29m,0.73m,0.44m,0.01m,0.11m,27th May 14  
The Legend of Zelda: Twilight Princess HD    ,WiiU,Nintendo  ,Tantalus Interactive  ,1.24m,0.67m,0.37m,0.10m,0.10m,04th Mar 16  
LEGO Batman 2: DC Super Heroes    ,PS3,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,1.23m,0.50m,0.54m,N/A,0.19m,26th Jun 12  
Metal Gear Solid V: Ground Zeroes    ,PS4,Konami Digital Entertainment  ,Kojima Productions  ,1.20m,0.36m,0.50m,0.17m,0.17m,18th Mar 14  
Shadow of the Colossus    ,PS4,Sony Interactive Entertainment  ,Bluepoint Games  ,1.20m,0.44m,0.52m,0.05m,0.19m,06th Feb 18  
Disney Infinity 2.0: Marvel Super Heroes    ,X360,Disney Interactive Studios  ,Avalanche Software  ,1.11m,0.67m,0.34m,N/A,0.10m,23rd Sep 14  
Mafia III    ,XOne,2K Games  ,Hangar 13  ,1.11m,0.54m,0.48m,N/A,0.09m,07th Oct 16  
Sleeping Dogs    ,PS3,Square Enix  ,United Front Games  ,1.04m,0.31m,0.50m,0.05m,0.17m,14th Aug 12  
Disney Infinity 2.0: Marvel Super Heroes    ,PS3,Disney Interactive Studios  ,Avalanche Software  ,1.04m,0.52m,0.34m,N/A,0.18m,23rd Sep 14  
Just Cause 3    ,XOne,Square Enix  ,Avalanche Studios  ,1.01m,0.52m,0.41m,N/A,0.09m,01st Dec 15  
Far Cry: Primal    ,XOne,Ubisoft  ,Ubisoft Montreal  ,1.00m,0.51m,0.41m,N/A,0.09m,23rd Feb 16  
Tom Clancy's Splinter Cell: Blacklist    ,X360,Ubisoft  ,Ubisoft Toronto  ,1.00m,0.57m,0.33m,0.01m,0.09m,20th Aug 13  
Tom Clancy's Splinter Cell: Blacklist    ,PS3,Ubisoft  ,Ubisoft Toronto  ,0.98m,0.34m,0.44m,0.06m,0.15m,20th Aug 13  
The LEGO Movie Videogame    ,PS3,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.98m,0.33m,0.47m,0.03m,0.16m,07th Feb 14  
Sea of Thieves    ,XOne,Microsoft Studios  ,Rare Ltd.  ,0.96m,0.60m,0.27m,N/A,0.09m,20th Mar 18  
Assassin's Creed III    ,PC,Ubisoft  ,Ubisoft Montreal  ,0.89m,0.28m,0.54m,N/A,0.07m,20th Nov 12  
Sleeping Dogs    ,X360,Square Enix  ,United Front Games  ,0.87m,0.38m,0.40m,0.01m,0.08m,14th Aug 12  
Paper Mario: Color Splash    ,WiiU,Nintendo  ,Intelligent Systems  ,0.87m,0.35m,0.37m,0.08m,0.06m,07th Oct 16  
LEGO Batman 2: DC Super Heroes    ,3DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.86m,0.42m,0.37m,N/A,0.07m,26th Jun 12  
Darksiders II    ,PS3,THQ  ,Vigil Games  ,0.85m,0.35m,0.37m,0.01m,0.13m,14th Aug 12  
The Amazing Spider-Man (2012)    ,PS3,Activision  ,Beenox  ,0.80m,0.31m,0.36m,N/A,0.12m,26th Jun 12  
Darksiders II    ,X360,THQ  ,Vigil Games  ,0.79m,0.45m,0.27m,0.00m,0.07m,14th Aug 12  
Shadow of the Tomb Raider    ,XOne,Square Enix  ,Eidos Montreal  ,0.78m,0.46m,0.25m,N/A,0.07m,14th Sep 18  
PokéPark 2: Wonders Beyond    ,Wii,Nintendo  ,Creatures Inc.  ,0.76m,0.26m,0.19m,0.27m,0.04m,27th Feb 12  
Disney Infinity 2.0: Marvel Super Heroes    ,PS4,Disney Interactive Studios  ,Avalanche Software  ,0.75m,0.37m,0.25m,N/A,0.13m,23rd Sep 14  
Skylanders: Trap Team    ,WiiU,Activision  ,Toys for Bob  ,0.75m,0.42m,0.26m,N/A,0.07m,05th Oct 14  
The Amazing Spider-Man (2012)    ,X360,Activision  ,Beenox  ,0.74m,0.43m,0.24m,N/A,0.07m,26th Jun 12  
Dead Rising 4    ,XOne,Microsoft Studios  ,Capcom  ,0.73m,0.41m,0.25m,N/A,0.06m,06th Dec 16  
The LEGO Movie Videogame    ,3DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.72m,0.28m,0.33m,0.05m,0.05m,07th Feb 14  
Conker: Live And Reloaded    ,XB,Microsoft Game Studios  ,Rare Ltd.  ,0.71m,0.49m,0.20m,N/A,0.02m,21st Jun 05  
The LEGO Movie Videogame    ,PS4,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.71m,0.26m,0.32m,0.01m,0.11m,07th Feb 14  
LEGO Batman 2: DC Super Heroes    ,DS,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.71m,0.39m,0.25m,N/A,0.06m,26th Jun 12  
Disney Infinity 2.0: Marvel Super Heroes    ,WiiU,Disney Interactive Studios  ,Avalanche Software  ,0.70m,0.41m,0.22m,N/A,0.06m,23rd Sep 14  
Terraria    ,X360,505 Games  ,Engine Software  ,0.69m,0.35m,0.29m,N/A,0.06m,27th Mar 13  
Disney Infinity    ,WiiU,Disney Interactive Studios  ,Avalanche Software  ,0.67m,0.37m,0.24m,N/A,0.06m,18th Aug 13  
The LEGO Movie Videogame    ,WiiU,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.66m,0.33m,0.24m,0.03m,0.05m,07th Feb 14  
Tomb Raider: Definitive Edition    ,XOne,Square Enix  ,Crystal Dynamics  ,0.66m,0.38m,0.22m,N/A,0.06m,28th Jan 14  
The LEGO Movie Videogame    ,XOne,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.65m,0.42m,0.17m,N/A,0.06m,07th Feb 14  
Assassin's Creed IV: Black Flag    ,PC,Ubisoft  ,Ubisoft Montreal  ,0.63m,0.24m,0.34m,N/A,0.05m,19th Nov 13  
LEGO The Hobbit    ,PS4,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.62m,0.14m,0.39m,N/A,0.10m,08th Apr 14  
Gravity Rush    ,PSV,Sony Computer Entertainment  ,SCE Japan Studio  ,0.60m,0.21m,0.20m,0.09m,0.10m,12th Jun 12  
Metal Gear Solid V: Ground Zeroes    ,PS3,Konami Digital Entertainment  ,Kojima Productions  ,0.59m,0.13m,0.13m,0.28m,0.05m,18th Mar 14  
Skylanders: SuperChargers    ,WiiU,Activision  ,Vicarious Visions  ,0.59m,0.32m,0.22m,N/A,0.05m,20th Sep 15  
Starlink: Battle for Atlas    ,NS,Ubisoft  ,Ubisoft Toronto  ,0.57m,0.35m,0.17m,N/A,0.05m,16th Oct 18  
The Amazing Spider-Man 2 (2014)    ,PS4,Activision  ,Beenox  ,0.56m,0.20m,0.26m,0.02m,0.09m,29th Apr 14  
Metroid: Samus Returns    ,3DS,Nintendo  ,Mercury Steam  ,0.56m,0.30m,0.15m,0.07m,0.05m,15th Sep 17  
Just Cause 4    ,PS4,Square Enix  ,Avalanche Studios  ,0.56m,0.18m,0.26m,0.03m,0.09m,04th Dec 18  
Disney Infinity 2.0: Marvel Super Heroes    ,XOne,Disney Interactive Studios  ,Avalanche Software  ,0.55m,0.35m,0.15m,N/A,0.05m,23rd Sep 14  
Skylanders: SuperChargers    ,X360,Activision  ,Vicarious Visions  ,0.55m,0.35m,0.15m,N/A,0.05m,20th Sep 15  
Hitman 2    ,PS4,Warner Bros. Interactive Entertainment  ,IO Interactive  ,0.51m,0.19m,0.22m,0.02m,0.08m,13th Nov 18  
Lego Star Wars: The Force Awakens    ,XOne,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.50m,0.24m,0.22m,N/A,0.04m,28th Jun 16  
Watch Dogs    ,PC,Ubisoft  ,Ubisoft Montreal  ,0.49m,0.19m,0.27m,N/A,0.04m,27th May 14  
Batman: Arkham Origins Blackgate    ,PSV,Warner Bros. Interactive Entertainment  ,Armature Studio  ,0.48m,0.16m,0.21m,N/A,0.11m,25th Oct 13  
LEGO The Hobbit    ,PS3,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.47m,0.12m,0.28m,N/A,0.07m,08th Apr 14  
ARK: Survival Evolved    ,XOne,Studio Wildcard  ,Studio Wildcard  ,0.46m,0.30m,0.12m,N/A,0.04m,29th Aug 17  
State of Decay 2    ,XOne,Microsoft Studios  ,Undead Labs  ,0.46m,0.27m,0.14m,N/A,0.04m,22nd May 18  
